-2.652066992859177130e+00,-1.934089046045208260e+00,-1.434324099824460630e+00,4.274047700457079380e+00,6.640039007701579177e-01,-1.185772779665118098e-01,2.703482034233214648e+00,3.545779566428439722e+00,-4.873760971890458427e-01,-3.523721855987079543e+00,-5.271498659270360543e-01,2.674498287238631811e+00,1.846924533235839050e+00,-1.076162522785337305e+00,1.655854327665732928e+00
-3.122230343551121390e+00,-6.291677149160883609e-01,6.974613136770302368e-01,1.612490155817466686e+00,-2.098811787401177187e-01,4.352722767624584432e-01,2.561961989600758827e+00,2.941357342949842302e+00,3.887707632469011632e+00,-3.241707262130215650e-01,-1.118169571818430796e+00,2.242570149243013233e+00,1.488073537689728720e+00,-3.067358397370351097e-02,1.154065464394099960e+00
-7.388568276391382916e-01,9.833440503537542732e-01,-2.326782792061267813e+00,1.685692953906844593e+00,2.154824185735613185e-01,-8.366504415616149437e-01,-6.599418466781219905e+00,-7.471263612735500992e+00,-9.090433239964982093e+00,2.059353187794836781e+00,3.025120085451358243e+00,-5.689558559873409749e+00,-1.676015323619708397e+00,-2.474506168008720142e+00,8.247781138973225845e-01
-3.412166497146641220e+00,1.142810588102367353e+00,4.717097297429693747e-01,-1.272432824949806296e+01,1.765208378048923610e-01,-7.853032357021031418e-01,2.995167284418008835e-01,-3.395492614247814345e+00,1.246471055784502902e+01,7.890805489959608288e+00,1.614087279756095117e-01,-1.531251428487805821e+00,-6.639568307736889441e-01,-3.166882416447341253e+00,1.024623531041609192e+00
-2.609323745854092103e+00,4.783803668592908065e-01,4.110066422422914423e-01,-3.838002549772164151e+00,4.680406677559052486e-01,-1.005290286176535375e+00,3.298072228152492791e+00,2.757152174385127275e+00,5.307631591188976650e+00,2.018360822148655753e+00,-1.240237617704139206e+00,2.563947096197915165e+00,-2.404824890084913958e-01,-2.620876460468599234e+00,1.121718648714218558e+00
3.504663415094608325e+00,-6.815754579860167084e-01,-4.315838539968904625e-02,-6.417552870471572746e+00,1.255191340658976973e+00,-1.223003809908737444e-01,2.857101425861192201e+00,-1.879895702179095185e+00,7.225704170536551452e+00,2.280812159503557091e+00,1.989060953944956855e+00,-5.326749861832189570e-01,-1.224784511371551199e+00,1.240717876774499739e-02,-1.648626590032612471e+00
8.450735995284525126e-01,6.071972155580482866e-01,1.723168785524757107e-01,6.121464108434740758e+00,3.572186379851412519e-01,-6.472024941521968833e-01,2.505676130866880680e+00,6.187755241287278274e+00,-5.444491025248681559e+00,-5.851385533231285407e+00,-3.104446396309500922e-01,3.430552235816556550e+00,9.771240523399857270e-02,3.833765038796927538e+00,-1.471110610539482888e+00
-7.733939573195708350e-01,7.816038198753175736e-01,-1.324556677714306518e+00,-1.786905922432445948e+00,3.995136287281009224e-01,-9.904949387792333360e-02,-4.012241662678255327e-01,-9.826986275643215807e-01,-2.541129390905526586e-01,1.337585886244220035e+00,8.988481974001584218e-01,-1.208512996537879136e+00,-8.348438519982268047e-02,-9.021148917440817705e-01,2.245778898345927033e-01
-1.396513166500033876e+00,-1.501955045132019828e+00,-5.255313898060332695e-02,-1.007310072600150042e+00,-2.146243869787695380e-01,1.907965150292259215e+00,-2.322963043883218504e+00,-2.616810609354711215e+00,2.181105572027967732e+00,1.798733522137780483e+00,-3.766753958934220825e-01,-1.351545234338096257e+00,-1.429675949464835893e-01,-3.178793665290854609e+00,1.601888280406704501e+00
-2.151742818002230884e+00,1.358018972867765850e+00,-1.774489852181942995e+00,3.529992322468483046e+00,-9.346691269416358416e-01,6.952247185530939788e-01,-4.774577683751922486e+00,-3.203954906982102280e+00,-1.201933476581975668e+01,-1.771908735913538813e-01,5.737826254470599352e-01,-2.168200954909324185e+00,5.200479754482992822e-01,7.322837161902828740e-01,-1.570714896758166057e-01
